label,description,slug,airtableId,tags,created,updated,synced
Metal Treatments,"This industry includes entities that perform one or more of the following services for metals and metal products:
1. Heat treating
2. Enameling, lacquering, and varnishing
3. Hot dip galvanizing
4. Engraving, chasing, or etching
5. Powder coating
6. Electroplating, plating, anodizing, coloring, and finishing
7. Other metal surfacing services.",metal-treatments,reczYO2YtB2kDPjo5,,2023-02-16 15:33:40,,
"Metal Valve, Ball, and Roller Manufacturing","This industry includes entities that manufacture fabricated metal products like valves, balls, and rollers (except forgings and stampings, cutlery and handtools, architectural and structural metals, boilers, tanks, shipping containers, hardware, spring and wire products, machine shop products, turned products, screws, and nuts and bolts).",metal-valve-ball-and-roller-manufacturing,rec5awMNlGFCURrVa,,2023-02-16 15:33:40,,
Metals,,metals,recPVvBL5n86Y9nDj,,2023-02-16 15:33:40,,
Metalworking Machinery Manufacturing,"This industry includes entities that manufacture metalworking machinery, such as metal cutting and metal forming machine tools; cutting tools; accessories for metalworking machinery; special dies, tools, jigs, and fixtures; industrial molds; rolling mill machinery; assembly machinery; coil handling, conversion, or straightening equipment; and wire drawing and fabricating machines.",metalworking-machinery-manufacturing,recGqAWxwADG53sry,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Military and International Affairs,,military-and-international-affairs,recZAzKdew6AaLRth,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Mining,,mining,rec5MMMd7XCnTpOte,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Mobile Computing Software Products,This industry includes entities that produce software which runs on mobile computing devices such as smartphones and tablet computers.,mobile-computing-software-products,recZkUQqM9sTV1xr5,,2023-02-16 15:33:40,,
Mobile Food,"This industry includes entities that prepare and serve meals and snacks for immediate consumption from motorized vehicles or nonmotorized carts. The entity is the central location from which the caterer route is serviced, not each vehicle or cart. Included in this industry are entities that provide food services from vehicles, such as hot dog carts and ice cream trucks.",mobile-food,rec2Id5alvxDUtkSp,,2023-02-16 15:33:40,,
Mobile Gaming Apps,This industry includes entities that produce user-facing software for gaming on mobile platforms.,mobile-gaming-apps,rec8RFSl1bNU7Sgp9,,2023-02-16 15:33:40,,
Motor Vehicle Manufacturing,"This industry includes entities that manufacture complete automobiles, light duty motor vehicles, and heavy duty trucks (i.e., body and chassis or unibody) or manufacture motor vehicle chassis only.",motor-vehicle-manufacturing,recI5Cm6cgtH0JLxR,,2023-02-16 15:33:40,,
Motor Vehicle Parts Manufacturing,"This industry includes entities that manufacture motor vehicle gasoline engines and engine parts, motor vehicle electrical and electronic equipment, motor vehicle steering and suspension components (except springs), motor vehicle brake systems, motor vehicle transmission and power train parts, motor vehicle seating and interior trim, motor vehicle metal stampings, and other motor vehicle parts and accessories.",motor-vehicle-parts-manufacturing,reco0vMGm8snshZhv,,2023-02-16 15:33:40,,
Movie and Video Distribution,This industry includes entities that primarily distribute movies and videos.,movie-and-video-distribution,recWhdEqGhBdFt40e,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Movies and Sound Recording,,movies-and-sound-recording,rec23rMjvB0hkoKT4,,2023-02-27 08:39:16,2023-02-27 08:39:16,
"Movies, Videos and Sound",,movies-videos-and-sound,rece3fAjgeAv1Jhv8,,2023-02-16 15:33:40,,
"Movies, Videos and Sound Recording",This industry includes entities that primarily produce and distribute movies and sound recordings.,movies-videos-and-sound-recording,recHbVL6ruFX0nnMl,,2023-02-16 15:33:40,,
Museums,"This industry includes entities that preserve and exhibit objects of historical, cultural, and/or educational value.",museums,recXGirjL5GgLML6h,,2023-02-27 08:39:16,2023-02-27 08:39:16,
"Museums, Historical Sites, and Zoos",,museums-historical-sites-and-zoos,recgOZZwjGU7VDX5z,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Music,"This industry includes entities that are involved in music creation, performance, and distribution.",music,rec3EYNIzWI3iV04R,,2023-02-16 15:33:40,,
Musicians,"This industry includes
1. Groups that produce live musical entertainment (except theatrical musical or opera productions)
2. Independent (i.e., freelance) artists that provide live musical entertainment. Musical groups and artists may perform in front of a live audience or in a studio; they may or may not operate their own facilities for staging shows.",musicians,rec4BuYD6XQ3TLztA,,2023-02-16 15:33:40,,
Nanotechnology Research,"This industry includes entities that conduct nanotechnology research and experimental development. Research may result in new nanotechnology processes and/or products that may be reproduced, utilized, or implemented by various industries.",nanotechnology-research,recnzYStH2GKLkw1O,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Natural Gas Distribution,"This industry includes entities that:
1. Operate gas distribution systems (e.g., mains, meters)
2. Buy gas from the well and sell it to a distribution system (i.e., gas marketers
3. Arrange the sale of gas over gas distribution systems operated by others (i.e., gas brokers or agents)
4. Transmit and distribute gas to final consumers.",natural-gas-distribution,recb1GKy8YKTcYCnx,,2023-02-16 15:33:40,,
Natural Gas Extraction,"This industry includes entities that focus on the exploration, development, and/or the production of natural gas from wells in which the hydrocarbons will initially flow or can be produced using normal or enhanced drilling and extraction techniques or the recovery of liquid hydrocarbons from oil and gas field gases.",natural-gas-extraction,recFTiMo26STbCAOx,,2023-02-16 15:33:40,,
Newspaper Publishing,"This industry includes entities known as newspaper publishers. Entities in this industry produce and distribute newspapers (i.e., gather news; write news columns, feature stories, and editorials; and sell and prepare advertisements). These entities may publish newspapers in print or electronic form.",newspaper-publishing,recqttM0HTZhk11nw,,2023-02-16 15:33:40,,
Non-profit Organization Management,This industry includes entities that participate in the administration and management of a not-for-profit organization.,non-profit-organization-management,recrXBWrIsb1JRUhw,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Non-profit Organizations,"This industry includes entities that provide public benefit on a nonprofit basis, including those that organize and promote religious activities, support social and political causes, and provide programs and facilities for emergency relief, education, and donations of goods and services.",non-profit-organizations,recyK1kuh2eD2w7YE,,2023-02-16 15:33:40,,
Nonmetallic Mineral Mining,"This industry includes entities that develop mine sites, or mine or quarry nonmetallic minerals (except fuels). Included are certain well and brine operations, and preparation plants that beneficiate (e.g., crush, grind, wash, and concentrate) nonmetallic minerals.",nonmetallic-mineral-mining,recTF8mLwcsZets2P,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Nonresidential Building Construction,"This industry includes entities that construct nonresidential buildings (including new work, additions, alterations, maintenance, and repairs). This includes the work of nonresidential general contractors, nonresidential for-sale builders, nonresidential design-build firms, and nonresidential project construction management firms.",nonresidential-building-construction,recYYuR0X2JppRtjr,,2023-02-16 15:33:40,,
Nuclear Electric Power Generation,This industry includes entities that operate nuclear electric power generation facilities. These facilities use nuclear power to produce electric energy provided to transmission or electric power distribution systems.,nuclear-electric-power-generation,recE63Ua2pCeZNJJH,,2023-02-16 15:33:40,,
Nursing Homes and Residential Care Facilities,"This industry includes entities that provide residential care combined with either nursing, supervisory, or other types of care as required by the residents.",nursing-homes-and-residential-care-facilities,recoYti5p3xy0DGQd,,2023-02-16 15:33:40,,
Office Administration,"This industry includes entities that provide a range of day-to-day office administrative services, such as financial planning; billing and recordkeeping; personnel; and physical distribution and logistics, for others on a contract or fee basis.",office-administration,recutoMmiqefvadg1,,2023-02-16 15:33:40,,
Office Furniture and Fixtures Manufacturing,"This industry includes entities that manufacture office furniture and/or office and store fixtures on a stock or custom basis that may be assembled or unassembled (i.e., knockdown).",office-furniture-and-fixtures-manufacturing,recCRVzxLvi5b14XQ,,2023-02-16 15:33:40,,
Oil and Coal Product Manufacturing,"This industry includes entities that transform crude petroleum and coal into usable products, as well as entities that further process refined petroleum and coal products to produce products such as asphalt coatings and petroleum lubricating oils.",oil-and-coal-product-manufacturing,recxY4k64KRooeHQD,,2023-02-16 15:33:40,,
Oil and Gas,,oil-and-gas,recyO3jBzWaoUBqbU,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Oil Extraction,"This industry includes entities that focus on the exploration, development, and/or the production of petroleum from wells in which the hydrocarbons will initially flow or can be produced using normal or enhanced drilling and extraction techniques or on the production of crude petroleum from surface shales or tar sands or from reservoirs in which the hydrocarbons are semisolids.",oil-extraction,recVP71mKE5Ekc7eL,,2023-02-16 15:33:40,,
"Oil, Gas, and Mining",,oil-gas-and-mining,recCQtjVXnP6uWh3J,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Online and Mail Order Retail,"This industry includes entities that create and operate online-only and/or mail-order based marketplaces for the sale of goods. This industry includes entities that retail all types of merchandise using nonstore means, such as catalogs, toll free telephone numbers, interactive television, or the Internet.",online-and-mail-order-retail,rec2wIRba6EyBtU0B,,2023-02-16 15:33:40,,
Online Audio and Video Media,,online-audio-and-video-media,recOKa85qZIhXT1C2,,2023-02-16 15:33:40,,
Online Media,"This industry includes entities that produce and/or distribute media which is published over the Internet, and includes, without limitation, web-sites, blogs, and social media.",online-media,recfN3RRfjmy1GZUn,,2023-02-16 15:33:40,,
Operations Consulting,"This industry includes entities that provide operating advice and assistance to businesses and other organizations in:
1. Manufacturing operations improvement
2. Productivity improvement
3. Production planning and control
4. Quality assurance and quality control
5. Inventory management
6. Distribution networks
7. Warehouse use, operations, and utilization
8. Transportation and shipment of goods and materials
9. Materials management and handling.",operations-consulting,recxLdPZkfbUDHZRt,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Optometrists,This industry includes health practitioners having the degree of O.D. (Doctor of Optometry) practicing optometry.,optometrists,recdWzC7IRXE9XFvP,,2023-02-16 15:33:40,,
Others (specify below),,others,recKPhTDfHxi2dIEO,,2023-02-16 15:33:40,,
Outpatient Care Centers,This industry includes entities such as clinics or hospitals with medical staff that provide general or specialized outpatient care (except family planning centers and outpatient mental health and substance abuse centers). Centers or clinics of health practitioners with different degrees from more than one industry practicing within the same establishment are included in this industry.,outpatient-care-centers,recimVjLgai7PE20P,,2023-02-16 15:33:40,,
Outsourcing and Offshoring Consulting,This industry includes entities that provide operating advice on the practice of outsourcing and/or offshoring.,outsourcing-and-offshoring-consulting,recaHjH9aI4wSlzj5,,2023-02-16 15:33:40,,
Outsourcing/Offshoring,This industry includes entities that negotiate contracts with a third party to perform a specific function and/or send in-house jobs to be performed in another country.,outsourcing-offshoring,rec7IRJ4WN8HxLE3h,,2023-02-16 15:33:40,,
Packaging and Containers,"This industry includes entities that carry out the planning, creating, manufacturing, wrapping, boxing, or bottling of goods.",packaging-and-containers,recUcUqsDOCtkwhI5,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Packaging and Containers Manufacturing,This industry includes entities that convert plastics resins into plastics packaging (flexible) film and packaging sheet.,packaging-and-containers-manufacturing,recxHVrxCVJKq8EEb,,2023-02-27 08:39:16,2023-02-27 08:39:17,
"Paint, Coating, and Adhesive Manufacturing","This industry includes entities that mix pigments, solvents, and binders into paints and other coatings, as well as those that manufacture allied paint products, adhesives, glues, and caulking compounds.",paint-coating-and-adhesive-manufacturing,recLuJsblSZeN6ya2,,2023-02-16 15:33:40,,
Paper and Forest Product Manufacturing,"This industry includes entities that make pulp, paper, or converted paper products.",paper-and-forest-product-manufacturing,recVxUiRNuPx3tfGc,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Paper and Forest Products,"This industry includes entities that produce and/or sell any material derived from forestry for direct consumption or commercial use, such as lumber, paper, or fodder for livestock.",paper-and-forest-products,rec2rs9ixOjQYBTrz,,2023-02-16 15:33:40,,
Pension Funds,"This industry includes legal entities (i.e., funds, plans, and/or programs) organized to provide retirement income benefits exclusively for the sponsor's employees or members.",pension-funds,reculQlhmOqTqvEaG,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Performing Arts,"This industry includes entities that produce live presentations featuring performances of actors and actresses, singers, dancers, musicians and musical groups, and other performing artists.",performing-arts,recitymb8dAwCJ6fb,,2023-02-16 15:33:40,,
Performing Arts and Spectator Sports,,performing-arts-and-spectator-sports,recqrzE72TRYZPsyY,,2023-02-16 15:33:40,,
Periodical Publishing,"This industry includes entities known either as magazine or periodical publishers that carry out the operations necessary for producing and distributing magazines and other periodicals, such as gathering, writing, and editing articles, and selling and preparing advertisements and may publish magazines and other periodicals in print or electronic form.",periodical-publishing,reckGps9GbE7Do1FH,,2023-02-16 15:33:40,,
Personal and Laundry Services,,personal-and-laundry-services,rec8mLitlbidyH1eY,,2023-02-16 15:33:40,,
Personal Care,"This industry includes entities, such as barber and beauty shops, that provide appearance care services to individual consumers.",personal-care,recfnadMyUmiMYB9y,,2023-02-16 15:33:40,,
Personal Care Product Manufacturing,"This industry includes entities that prepare, blend, compound, and package toiletry preparations, such as perfumes, shaving preparations, hair preparations, face creams, lotions (including sunscreens), and other cosmetic preparations.",personal-care-product-manufacturing,recFtz8iX1jtiyWRO,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Pet Services,"This industry includes entities that provide pet care services (except veterinary), such as boarding, grooming, sitting, and training pets.",pet-services,recJCHKygP7wbPWxU,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Pharmaceutical Manufacturing,"This industry includes entities that:
1. Manufacture biological and medicinal products
2. Process botanical drugs and herbs
3. Isolate active medicinal principals from botanical drugs and herbs
4. Manufacture pharmaceutical products intended for internal and external consumption in such forms as ampoules, tablets, capsules, vials, ointments, powders, solutions, and suspensions.",pharmaceutical-manufacturing,recGmXe7e236Fiyni,,2023-02-16 15:33:40,,
Philanthropic Fundraising,"This industry includes grantmaking foundations, charitable trusts, and entities that raise funds for a wide range of social welfare activities, such as health, educational, scientific, and cultural activities.",philanthropic-fundraising,reccZsWP6NDW8W8ZE,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Philanthropy,"This industry includes entities that participate in charitable giving, for the public good, focusing on quality of life.",philanthropy,reczFle3kWgstIPfm,,2023-02-16 15:33:40,,
Photography,"This industry includes entities that provide still, video, or digital photography services. They may specialize in a particular field of photography, such as commercial and industrial photography, portrait photography, and special events photography. Commercial or portrait photography studios are included.",photography,recPIEmeVO7Jyemy2,,2023-02-16 15:33:40,,
"Physical, Occupational and Speech Therapists","This industry includes independent health practitioners who provide physical therapy services to patients who require prevention, wellness or fitness services; plan and administer educational, recreational, and social activities designed to help patients or individuals with disabilities regain physical or mental functioning or adapt to their disabilities; or diagnose and treat speech, language, or hearing problems.",physical-occupational-and-speech-therapists,recotzstQmOtvsONI,,2023-02-16 15:33:40,,
Physicians,"This industry includes health practitioners having the degree of M.D. (Doctor of Medicine) or D.O. (Doctor of Osteopathy) practicing general or specialized medicine (e.g., anesthesiology, oncology, ophthalmology, psychiatry) or surgery. This category does not include clinics or hospitals.",physicians,recKwF2Wim8jTvKoU,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Pipeline Transportation,"This industry includes entities that primarily use transmission pipelines to transport products, such as crude oil, natural gas, refined petroleum products, and slurry, which may include the storage of natural gas.",pipeline-transportation,recKxfPq74SY4VeZ5,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Plastics and Rubber Product Manufacturing,,plastics-and-rubber-product-manufacturing,recUb0eRfMXYGwXnD,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Plastics Manufacturing,"This industry includes entities that process new or spent (i.e., recycled) plastics resins into intermediate or final products, using such processes as compression molding, extrusion molding, injection molding, blow molding, and casting.",plastics-manufacturing,recprN2q7o2KQW27M,,2023-02-16 15:33:40,,
Political Organizations,This industry includes entities that promote the interests of national or local parties or candidates. Political groups organized to raise funds for a political party or individual candidate are included.,political-organizations,recfboODcJjWsFsuf,,2023-02-16 15:33:40,,
Postal Services,"This industry includes government entities that provide mail services under a universal service obligation, including the carriage of letters, printed matter, or mailable packages, including acceptance, collection, processing, and delivery.",postal-services,receRTFZWYKLhM7rf,,2023-02-16 15:33:40,,
Primary and Secondary Education,"This industry includes entities that furnish academic courses and associated coursework to provide basic preparatory education, ordinarily kindergarten through 12th grade. School boards and school districts are included.",primary-and-secondary-education,recuUQIrf5aCe9y72,,2023-02-16 15:33:40,,
Primary Metal Manufacturing,"This industry includes entities that smelt and/or refine ferrous and nonferrous metals from ore, pig or scrap, using electrometallurgical and other process metallurgical techniques.",primary-metal-manufacturing,rech7WljqOSLxYNv5,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Printing,"This industry includes entities that print on apparel and textile products, paper, metal, glass, plastics, and other materials, except fabric (grey goods).",printing,recJLh3bx7JgOonJI,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Professional Organizations,"This industry includes entities that promote the professional interests of their individual members and their profession as a whole; and may conduct research; develop statistics; sponsor quality and certification standards; lobby public officials; or publish newsletters, books, or periodicals for distribution to their members.",professional-organizations,recjvQDeva9ojeLQ8,,2023-02-16 15:33:40,,
Professional Services,,professional-services,recKrX1X23PTC7Uv0,,2023-02-16 15:33:40,,
Program Development,"This industry includes entities that participate in the ongoing systematic process of planning, implementing and evaluating programs.",program-development,recl5MDCNafKhwRit,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Public Assistance Programs,"This industry includes government entities that plan, administer, and coordinate programs for public assistance, social work, and welfare activities, including Social Security, disability insurance, Medicare, unemployment insurance, and workers' compensation programs.",public-assistance-programs,recfUfToexWJbb88t,,2023-02-16 15:33:40,,
Public Health,"This industry includes government entities that plan, administer, and coordinate public health programs and services, including environmental health activities, mental health, categorical health programs, health statistics, and immunization services.",public-health,rece00lN5lnhpfhb1,,2023-02-16 15:33:40,,
Public Policy,"This industry includes entities that participate in programs as a course of action created and/or enacted, typically by a government or nonprofit organization, in response to social issues.",public-policy,recM9u0haJV6trg0f,,2023-02-16 15:33:40,,
Public Policy Offices,,public-policy-offices,recyxmslBJiOl6Kiv,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Public Relations and Communications Services,"This industry includes entities that design and implement public relations campaigns, i.e., campaigns to promote the interests and image of their clients. This includes lobbying, political consulting, and public relations consulting.",public-relations-and-communications-services,reclD9V2fyk9zvrYO,,2023-02-16 15:33:40,,
Public Safety,"This industry includes government entities that provide public order and safety (except courts, police protection, legal counsel and prosecution, correctional institutions, parole offices, probation offices, pardon boards, and fire protection). Government administration of public order, safety programs, and collection of statistics on public safety are included.",public-safety,recyIyaXmj092DTUI,,2023-02-16 15:33:40,,
Public Sector,,public-sector,recUejhZfyCkmjWYB,,2023-02-16 15:33:40,,
Publishing,,publishing,rec1C8bgh95o4Brlj,,2023-02-16 15:33:40,,
Racetracks,"This industry includes entities that operate racetracks and may also present and/or promote the events, such as auto, dog, and horse races, held in these facilities.",racetracks,recy9qbSRqo3vXp1N,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Radio and Television Broadcasting,"This industry includes entities that operate broadcast studios and facilities for over-the-air or satellite delivery of radio and television programs and often generate revenues from the sale of air time to advertisers, from donations and subsidies, or from the sale of programs.",radio-and-television-broadcasting,recaUREbgyShu3qKb,,2023-02-16 15:33:40,,
Rail Transportation,"This industry includes entities that primarily provide rail transportation of passengers and/or cargo using railroad rolling stock that operate on networks, with physical facilities, labor force, and equipment spread over an extensive geographic area, or operate over a short distance on a local rail line.",rail-transportation,recAxu4ZDn33p2g12,,2023-02-16 15:33:40,,
Railroad Equipment Manufacturing,"This industry includes entities that:
1. Manufacture and/or rebuild locomotives, locomotive frames and parts
1. Manufacture railroad, street, and rapid transit cars and car equipment for freight and passenger rail service
3. Manufacture rail layers, ballast distributors, rail tamping equipment and other railway track maintenance equipment.",railroad-equipment-manufacturing,recfvPNv5po5W83gD,,2023-02-16 15:33:40,,
Ranching,"This industry includes entities that raise cattle, milk dairy cattle, or feed cattle for fattening.",ranching,recj50jwYoXpr0J3D,,2023-02-16 15:33:40,,
Ranching and Fisheries,"This industry includes entities that raise or fatten animals and/or raise aquatic plants and aquatic animals in controlled or selected aquatic environments. This includes ranches, farms, and feedlots that keep animals for the products they produce or for eventual sale.",ranching-and-fisheries,reck69VRfDkL5c2Ep,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Real Estate,"This industry includes entities that rent or lease real estate to others; manage, sell, buy, or rent real estate for others; and provide other services related to real estate, such as appraisals. Equity real estate investment trusts (REITs) that lease buildings, dwellings, or other real estate property to others are included. Property development organizations are included in this industry.",real-estate,recTBNjcXGhmabs9i,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Real Estate and Equipment Rental Services,,real-estate-and-equipment-rental-services,recSB9RkXKumASEFR,,2023-02-16 15:33:40,,
Recreational Facilities,,recreational-facilities,recey1cjzqFL0SSHo,,2023-02-16 15:33:40,,
Religious Institutions,"This industry includes religious organizations, such as churches, religious temples, and monasteries, and/or entities that organize religion or promote religious activities.",religious-institutions,rec0NpurBwRja4Pku,,2023-02-16 15:33:40,,
Renewable Energy Semiconductor Manufacturing,This industry includes entities that manufacture semiconductors and other components for use in photovoltaic cells and other renewable energy applications.,renewable-energy-semiconductor-manufacturing,recE0Qe7RpwedeLAW,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Renewables & Environment,This industry includes entities that are part of the energy industry focused on new and appropriate renewable energy technologies.,renewables-and-environment,rec5XF3oqd6x4WAfm,,2023-02-16 15:33:40,,
Repair and Maintenance,,repair-and-maintenance,rec4KPUseFAqHGzo2,,2023-02-16 15:33:40,,
Research,,research,recljXGA9RWtsXpMx,,2023-02-16 15:33:40,,
Residential Building Construction,"This industry includes entities that construct or remodel and renovate single-family and multifamily residential buildings. Included are residential housing general contractors (i.e., new construction, remodeling, or renovating existing residential structures), for-sale builders and remodelers of residential structures, residential project construction management firms, and residential design-build firms.",residential-building-construction,recnRpw1irieLSiSt,,2023-02-16 15:33:40,,
Restaurants,"This industry includes entities that provide food to patrons who are served while seated and pay after eating, or those who select items (e.g., at a counter, in a buffet line) and pay before eating. Entities that prepare and/or serve specialty snacks and/or nonalcoholic beverages for consumption on or near the premises are included.",restaurants,recrtMCJ47UfFDvrg,,2023-02-16 15:33:40,,
Retail,,retail,recOWYjZmcBm2hNQi,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Retail Apparel and Fashion,This industry includes entities that retail new clothing and clothing accessories from fixed point-of-sale locations.,retail-apparel-and-fashion,recqIdyEjvBZNsmGb,,2023-02-16 15:33:40,,
"Retail Appliances, Electrical, and Electronic Equipment","This industry includes entities that primarily retail new electronics and appliances, including heating and refrigeration appliances, from point-of-sale locations and may also offer maintenance and repair of the electronic equipment and appliances.",retail-appliances-electrical-and-electronic-equipment,rec9GDVrk39gzNiiS,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Retail Art Dealers,This industry includes entities that retail original and limited edition art works. Included in this industry are entities engaged in displaying works of art for retail sale in art galleries.,retail-art-dealers,recRROGHeqmO4BChG,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Retail Art Supplies,This industry includes entities that retail art materials and supplies.,retail-art-supplies,recwFRSClNixjX6NK,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Retail Books and Printed News,"This industry includes entities that primarily retail new books, newspapers, magazines, and other periodicals.",retail-books-and-printed-news,reczb8JJoVSUSe7pi,,2023-02-16 15:33:40,,
Retail Building Materials and Garden Equipment,"This industry includes entities that primarily retail new building materials and garden equipment and supplies, including hardware and plumbing fixtures, from fixed point-of-sale locations.",retail-building-materials-and-garden-equipment,recYutrgfgJQJSpsf,,2023-02-16 15:33:40,,
Retail Florists,"This industry includes entities that primarily retail cut flowers, floral arrangements, and potted plants purchased from others.",retail-florists,rec2uMLALVKiLwPQV,,2023-02-16 15:33:40,,
Retail Furniture and Home Furnishings,This industry includes entities that primarily retail new furniture and home furnishings from fixed point-of-sale locations and many offer interior decorating services in addition to the sale of products.,retail-furniture-and-home-furnishings,recmueH1f1tKJ4Mw4,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Retail Gasoline,"This industry includes entities that primarily retail automotive fuels (e.g., gasoline, diesel fuel, gasohol, alternative fuels) and automotive oils or retail these products in combination with convenience store items.",retail-gasoline,rec59aJrD9qeT7NAQ,,2023-02-16 15:33:40,,
Retail Groceries,"This industry includes entities that retail a general line of food, such as canned and frozen foods; fresh fruits and vegetables; and fresh and prepared meats, fish, and poultry. Examples include grocery stores, supermarkets, and delicatessens.",retail-groceries,rechq8ESKNGWwBgC8,,2023-02-16 15:33:40,,
Retail Health and Personal Care Products,"This industry includes entities that primarily retail health and personal care merchandise from fixed point-of-sale locations and may offer services related to retailing, advising customers, and/or fitting the product sold to the customer's needs.",retail-health-and-personal-care-products,rec5HdvVFD5LQeYWw,,2023-02-16 15:33:40,,
Retail Luxury Goods and Jewelry,"This industry includes entities that retail one or more of the following items:
1. New jewelry (except costume jewelry)
2. New sterling and plated silverware
3. New watches and clocks. Also included are entities retailing these new products in combination with lapidary work and/or repair services.",retail-luxury-goods-and-jewelry,recz4KIJO6sRDuR8K,,2023-02-16 15:33:40,,
Retail Motor Vehicles,This industry includes entities that primarily retail motor vehicles and parts from fixed point-of-sale locations and also provide repair and maintenance services for the vehicles.,retail-motor-vehicles,recAgzN9j8Mf8qKar,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Retail Musical Instruments,"This industry includes entities that primarily retail new musical instruments, sheet music, and related supplies; or retailing these new products in combination with services like musical instrument repair, rental, or music instruction.",retail-musical-instruments,recxAxmiES8bL04Wi,,2023-02-27 08:39:16,2023-02-27 08:39:17,
Retail Office Equipment,"This industry includes entities that retail office equipment, such as printers, copiers, and other general office machinery.",retail-office-equipment,recUFPQ1x5nfM09qP,,2023-02-27 08:39:16,2023-02-27 08:39:16,
Retail Office Supplies and Gifts,"This industry includes entities that primarily retail new office supplies, stationery, gifts, novelty merchandise, and souvenirs.",retail-office-supplies-and-gifts,recwXmD190N3HCPgA,,2023-02-16 15:33:40,,
Retail Recyclable Materials & Used Merchandise,"This industry includes entities that primarily retail used merchandise, antiques, and secondhand goods (except motor vehicles, such as automobiles, RVs, motorcycles, and boats; motor vehicle parts; tires; and mobile homes).",retail-recyclable-materials-and-used-merchandise,recyHfy9StTe36Rjr,,2023-02-16 15:33:40,,
Reupholstery and Furniture Repair,"This industry includes entities that offer one or more of the following services:
1. Reupholstering furniture
2. Refinishing furniture
3. Repairing furniture
4. Repairing and restoring furniture.",reupholstery-and-furniture-repair,recVUvoNXDQnV59v5,,2023-02-16 15:33:40,,
Rubber Products Manufacturing,"This industry includes entities that process natural, synthetic, or reclaimed rubber materials into intermediate or final products using processes, such as vulcanizing, cementing, molding, extruding, and lathe-cutting.",rubber-products-manufacturing,recqB3SI9FNColJsV,,2023-02-16 15:33:40,,
SaaS,,saas,recu55McXBlAEzrk9,,2023-02-24 10:28:27,2023-02-24 10:28:27,
Satellite Telecommunications,This industry includes entities that provide telecommunications services to other entities in the telecommunications and broadcasting industries by forwarding and receiving communications signals via a system of satellites or reselling satellite telecommunications.,satellite-telecommunications,recKvVWEfBZnBCK2c,,2023-02-16 15:33:40,,
Savings Institutions,"This industry includes entities that primarily accept time deposits, make mortgage and real estate loans, and invest in high-grade securities, including savings and loan associations and savings banks.",savings-institutions,reczEt5YdTSIH7xV6,,2023-02-16 15:33:40,,
School and Employee Bus,This industry includes entities that primarily provide buses and other motor vehicles to transport pupils to and from school or employees to and from work.,school-and-employee-bus,recygQ0vsdJ9uQTRl,,2023-02-16 15:33:40,,
Science,,science,recs2KY3Yzd85DmzV,,2023-02-16 15:33:40,,
Seafood Product Manufacturing,"This industry includes entities that:
1. Can seafood (including soup)
2. Smoke, salt, and dry seafood
3. Eviscerate fresh fish by removing heads, fins, scales, bones, and entrails
4. Shuck and pack fresh shellfish
5. Process marine fats and oils
6. Freeze seafood. Factory ships that gather and process seafood into canned seafood products are included.",seafood-product-manufacturing,recH3cPGVdQO8GE2h,,2023-02-16 15:33:40,,
Secretarial Schools,This industry focuses on training for secretarial and administrative staff and includes entities that offer courses in secretarial and other basic office skills.,secretarial-schools,recUBxANZ6ttF5SjM,,2023-02-16 15:33:40,,
Securities and Commodity Exchanges,"This industry includes entities that furnish physical or electronic marketplaces to facilitate the buying and selling of stocks, stock options, bonds, or commodity contracts.",securities-and-commodity-exchanges,recaZA6PlkW7bruhW,,2023-02-16 15:33:40,,
